84	17
86	16
84	19
81	15
81	10
73	11
73	11
82	10
80	12
82	12
74	19
74	13
78	16
76	13
75	16
76	14
73	9
74	10
76	10
76	11
73	21
74	22
82	20
76	18
82	15
82	15
74	13
77	15
75	16
78	14
73	16
81	13
75	15
78	13
82	15
74	17
85	12
86	14
84	11
84	15
78	14
81	15
82	15
74	10
74	19
78	13
70	12
79	10
77	13
75	10
81	11
81	10
87	17
78	13
87	14
87	16
81	12
84	12
85	11
87	12
